Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Core_Communication,Core_Teamwork,Core_ProblemSolving,Core_Adaptability,Core_TimeManagement,Core_Initiative,Core_Accountability,Core_LearningAgility,Dept_Comp1,Dept_Comp2,Dept_Comp3,Role_Comp1,Role_Comp2,PerformanceScore,CORE_COMM_01,CORE_COMM_02,CORE_COMM_03,CORE_COMM_04,CORE_TEAM_01,CORE_TEAM_02,CORE_TEAM_03,CORE_TEAM_04,CORE_PROB_01,CORE_PROB_02,CORE_PROB_03,CORE_PROB_04,CORE_ADAPT_01,CORE_ADAPT_02,CORE_ADAPT_03,CORE_ADAPT_04,CORE_TIME_01,CORE_TIME_02,CORE_TIME_03,CORE_TIME_04,CORE_INIT_01,CORE_INIT_02,CORE_INIT_03,CORE_INIT_04,CORE_ACCT_01,CORE_ACCT_02,CORE_ACCT_03,CORE_ACCT_04,CORE_LEARN_01,CORE_LEARN_02,CORE_LEARN_03,CORE_LEARN_04,DEPT_COMP1_01,DEPT_COMP1_02,DEPT_COMP1_03,DEPT_COMP2_01,DEPT_COMP2_02,DEPT_COMP2_03,DEPT_COMP3_01,DEPT_COMP3_02,DEPT_COMP3_03,ROLE_COMP1_01,ROLE_COMP1_02,ROLE_COMP1_03,ROLE_COMP2_01,ROLE_COMP2_02,ROLE_COMP2_03
34,No,Travel_Rarely,Human Resources,3,Life Sciences,4,Female,HR Specialist,3,Married,2,8,5,2,1,4.0,4.0,3.86,3.62,2.96,2.09,2.98,2.81,2.36,3.45,3.49,2.69,3.2,67.24,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
23,No,Travel_Rarely,Human Resources,3,Life Sciences,4,Female,HR Specialist,4,Single,3,0,0,0,0,3.36,4.0,3.26,3.92,3.29,2.61,3.9,3.15,3.51,4.0,2.48,3.32,3.18,72.66,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
18,No,Travel_Rarely,Human Resources,3,Marketing,4,Male,HR Specialist,1,Single,3,0,0,0,0,2.81,3.07,2.91,3.18,1.79,2.7,1.99,3.57,2.93,3.78,2.88,3.48,2.34,50.08,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
27,No,Travel_Frequently,Human Resources,4,Life Sciences,4,Female,HR Specialist,2,Married,2,4,3,1,0,3.25,2.93,4.0,2.87,3.65,2.86,3.73,2.86,2.94,2.63,2.71,3.06,2.51,59.53,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
46,No,No_Travel,Human Resources,4,Life Sciences,2,Female,HR Specialist,2,Single,1,16,11,7,6,2.92,3.01,2.34,2.7,2.57,2.6,2.57,2.8,2.96,2.02,3.79,3.32,2.17,49.1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
38,No,Travel_Frequently,Human Resources,3,Medical,3,Male,HR Specialist,4,Divorced,4,12,10,6,5,4.0,2.37,2.94,3.06,3.71,3.89,2.95,2.83,3.15,2.8,3.64,1.96,2.75,67.11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
40,Yes,Travel_Frequently,Human Resources,3,Information Systems,4,Male,HR Specialist,4,Married,3,14,11,4,3,3.25,3.35,3.68,3.49,3.28,3.7,3.81,3.31,4.0,3.45,4.0,3.27,3.07,80.15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
39,No,No_Travel,Human Resources,3,Life Sciences,4,Female,HR Specialist,4,Married,3,11,8,5,4,3.47,3.04,4.0,3.3,3.36,3.67,4.0,2.08,3.3,3.83,4.0,3.58,2.76,77.31,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
43,Yes,Travel_Rarely,Human Resources,4,Other,4,Female,HR Specialist,2,Single,2,16,13,7,5,2.42,2.81,3.17,3.33,3.62,1.7,3.37,2.87,3.76,3.67,3.3,3.21,3.03,64.59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
46,No,Travel_Frequently,Human Resources,2,Marketing,3,Female,HR Specialist,2,Single,3,16,10,7,6,3.35,4.0,3.68,2.59,2.84,1.11,2.89,2.77,2.7,2.98,4.0,3.5,4.0,60.26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
44,No,Travel_Frequently,Human Resources,2,Computer Science,2,Female,HR Specialist,2,Married,4,16,11,5,3,2.56,3.72,1.95,2.17,2.66,2.44,2.43,1.92,2.5,1.92,1.68,3.39,1.96,41.88,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
47,No,No_Travel,Human Resources,4,Marketing,1,Male,HR Specialist,4,Single,4,18,9,6,5,1.8,2.84,4.0,2.35,3.3,3.5,1.83,3.29,3.7,3.79,3.4,2.61,2.92,58.69,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
27,Yes,Travel_Frequently,Human Resources,4,Marketing,3,Male,HR Specialist,2,Single,3,4,2,1,0,3.42,2.33,2.05,2.61,3.5,3.08,3.77,3.57,2.83,3.9,4.0,2.03,3.47,56.08,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
29,No,Travel_Rarely,Human Resources,3,Information Systems,2,Female,HR Specialist,1,Single,4,6,5,3,2,2.64,2.49,2.43,2.27,1.79,2.28,2.29,2.48,3.52,3.17,1.81,1.98,2.71,35.49,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
42,No,Travel_Rarely,Human Resources,3,Information Systems,1,Male,HR Specialist,3,Single,1,14,11,7,5,2.49,2.92,3.75,2.29,2.84,3.3,2.78,2.39,1.24,2.42,3.06,3.18,3.76,49.66,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
29,No,Travel_Rarely,Human Resources,3,Other,2,Male,HR Specialist,1,Single,2,10,10,9,9,2.87,2.68,3.5,1.89,2.68,1.83,2.74,2.04,1.8,3.55,2.19,3.91,3.33,42.78,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
19,No,Travel_Frequently,Human Resources,3,Life Sciences,4,Male,HR Specialist,2,Married,3,0,0,0,0,2.09,1.19,3.98,4.0,2.61,2.87,3.5,2.39,2.91,3.18,2.73,2.36,3.5,54.07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
31,No,Travel_Frequently,Human Resources,3,Marketing,4,Male,HR Specialist,1,Divorced,4,8,5,2,1,3.1,2.71,3.46,1.94,3.46,2.37,3.24,3.7,2.95,2.96,1.75,2.32,3.65,52.91,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
24,Yes,Travel_Rarely,Human Resources,4,Technical Degree,1,Male,HR Specialist,2,Married,3,1,0,0,0,1.82,3.42,3.5,2.66,3.43,2.43,1.57,1.97,2.05,3.65,2.24,2.95,2.3,36.66,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
32,No,Travel_Frequently,Human Resources,4,Information Systems,3,Female,HR Specialist,3,Divorced,3,8,5,3,2,4.0,3.16,3.05,3.45,3.75,3.54,3.12,4.0,2.13,3.7,3.08,3.76,4.0,68.19,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
39,Yes,Travel_Rarely,Human Resources,3,Technical Degree,4,Male,HR Specialist,4,Married,4,19,1,0,0,3.41,2.48,4.0,1.87,2.71,4.0,4.0,2.61,1.85,2.33,3.36,2.7,4.0,69.36,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
47,Yes,Travel_Rarely,Human Resources,3,Medical,3,Male,HR Specialist,3,Divorced,3,24,20,15,14,3.43,2.97,4.0,2.53,2.55,1.9,2.37,1.96,3.72,2.25,3.24,3.58,4.0,65.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
32,Yes,Travel_Rarely,Human Resources,3,Marketing,3,Female,HR Specialist,4,Single,3,9,4,1,0,2.6,3.31,2.95,3.22,3.77,2.62,3.23,3.44,2.46,1.37,2.52,3.63,3.56,62.79,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
35,No,Travel_Rarely,Human Resources,3,Other,4,Female,HR Specialist,1,Single,2,12,5,2,1,3.46,3.64,1.99,2.7,3.45,2.52,2.84,3.8,4.0,2.84,2.53,2.8,2.3,55.63,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
42,No,No_Travel,Human Resources,2,Life Sciences,3,Male,HR Specialist,4,Married,3,17,13,8,5,3.15,2.46,3.96,3.28,2.97,2.71,2.54,3.23,2.71,3.99,3.56,2.79,4.0,70.72,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18,Yes,Travel_Rarely,Human Resources,3,Life Sciences,1,Female,HR Specialist,1,Married,3,0,0,0,0,2.21,3.06,2.88,2.18,2.37,1.0,1.98,2.12,1.47,2.9,4.0,1.54,2.5,26.48,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
29,No,Travel_Rarely,Human Resources,5,Computer Science,2,Female,HR Specialist,1,Single,3,6,5,3,2,2.54,2.59,3.56,2.41,3.7,1.9,2.35,2.31,3.94,2.37,3.5,1.3,3.21,41.36,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
34,No,Travel_Rarely,Human Resources,4,Computer Science,1,Female,HR Specialist,1,Divorced,2,11,6,2,1,1.84,2.6,2.5,2.34,1.9,3.44,1.56,2.23,2.3,2.04,3.14,2.17,1.56,28.85,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
55,No,Travel_Rarely,Human Resources,4,Technical Degree,2,Male,HR Specialist,4,Married,4,19,5,2,4,3.21,3.75,2.42,2.33,2.45,2.48,3.65,3.23,3.47,3.31,3.29,2.88,4.0,63.78,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
28,Yes,Travel_Frequently,Human Resources,3,Information Systems,1,Male,HR Specialist,1,Single,2,6,1,0,0,2.33,1.33,1.96,3.17,2.83,1.63,3.0,3.92,2.68,2.47,2.19,3.02,2.47,32.09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
34,No,No_Travel,Human Resources,2,Computer Science,3,Female,HR Specialist,2,Married,3,8,5,2,1,2.64,2.27,3.07,2.97,3.41,3.45,2.79,2.43,2.75,3.29,2.16,2.32,1.79,49.42,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
37,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Male,HR Specialist,4,Divorced,4,10,8,4,3,2.25,3.28,3.93,3.69,3.99,3.08,3.54,2.95,2.64,3.81,2.74,4.0,4.0,72.05,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
33,No,Travel_Rarely,Human Resources,5,Life Sciences,3,Male,HR Specialist,3,Single,3,9,6,4,2,2.37,3.32,3.58,2.29,2.43,3.1,2.36,3.42,3.8,2.89,3.41,2.73,3.05,59.42,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
43,No,Travel_Rarely,Human Resources,3,Business Studies,4,Male,HR Specialist,1,Married,3,1,1,1,1,4.0,3.29,3.03,1.72,2.73,2.99,3.17,3.17,3.37,2.86,3.74,4.0,2.61,55.57,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
36,Yes,No_Travel,Human Resources,4,Marketing,4,Male,HR Specialist,4,Divorced,2,15,15,12,11,2.88,3.4,3.56,2.57,2.33,2.69,2.59,3.74,4.0,2.84,1.77,4.0,2.52,71.69,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
50,No,Travel_Frequently,Human Resources,3,Medical,3,Male,HR Specialist,4,Single,4,20,14,9,7,2.64,3.21,3.58,3.62,3.12,1.73,2.68,2.6,3.98,4.0,2.35,2.72,2.81,68.1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
33,No,Travel_Frequently,Human Resources,2,Information Systems,2,Female,HR Specialist,2,Divorced,3,6,5,3,2,1.27,3.77,3.01,2.02,1.87,2.77,3.71,2.63,2.77,2.97,1.96,3.73,1.93,43.58,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
50,No,Travel_Rarely,Human Resources,2,Medical,4,Male,HR Specialist,4,Divorced,2,32,5,4,3,3.75,3.47,4.0,3.78,3.13,2.56,1.25,1.74,2.77,2.32,3.66,2.56,4.0,72.53,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
49,No,No_Travel,Human Resources,4,Life Sciences,4,Male,HR Specialist,4,Divorced,3,7,7,7,7,3.79,3.02,3.99,3.13,3.47,3.49,4.0,3.53,4.0,2.2,3.04,4.0,3.32,77.63,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
32,No,Travel_Frequently,Human Resources,1,Other,3,Male,HR Specialist,3,Married,4,8,3,1,0,2.42,1.58,3.11,2.88,1.73,3.12,3.2,2.56,2.18,2.29,2.24,3.78,3.25,51.61,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
28,No,Travel_Frequently,Human Resources,1,Computer Science,1,Female,HR Specialist,3,Married,3,12,7,6,4,1.97,2.55,3.2,2.27,3.08,3.37,2.46,3.77,3.28,2.92,4.0,3.72,3.23,53.76,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
49,No,No_Travel,Human Resources,5,Information Systems,4,Male,HR Specialist,3,Married,3,24,9,5,3,2.76,3.4,4.0,2.65,2.58,2.84,2.37,3.9,3.52,3.79,2.76,3.7,3.5,71.76,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
23,Yes,Travel_Rarely,Human Resources,1,Marketing,4,Male,HR Specialist,3,Single,4,0,0,0,0,2.41,3.06,3.14,3.05,3.52,2.33,2.95,4.0,2.63,2.98,2.61,3.05,4.0,61.96,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
42,No,Travel_Rarely,Human Resources,4,Business Studies,2,Male,HR Specialist,3,Divorced,3,12,10,0,8,4.0,3.07,1.32,2.3,3.28,4.0,2.82,2.95,2.72,2.36,2.73,3.58,3.56,56.24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
48,No,Travel_Rarely,Human Resources,3,Information Systems,2,Female,HR Specialist,3,Single,4,14,10,6,1,2.94,2.55,3.31,3.09,1.5,2.59,1.84,3.24,3.99,3.54,2.64,3.5,2.54,54.69,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
45,No,No_Travel,Human Resources,3,Life Sciences,3,Female,HR Specialist,2,Single,3,19,14,9,7,3.49,3.43,1.68,1.55,2.3,2.49,2.79,3.49,2.35,2.01,2.34,3.26,2.47,51.28,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
44,No,Travel_Rarely,Human Resources,2,Life Sciences,3,Male,HR Specialist,1,Divorced,2,26,25,9,13,3.13,2.14,2.98,2.42,3.53,2.7,1.98,2.09,3.05,3.53,2.78,2.32,2.36,52.49,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
29,No,Travel_Rarely,Human Resources,3,Life Sciences,1,Male,HR Specialist,2,Single,2,5,4,2,1,2.92,1.75,4.0,2.97,2.62,2.55,2.5,1.0,3.23,2.68,2.64,3.68,1.02,37.61,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
54,No,Travel_Frequently,Human Resources,2,Computer Science,4,Male,HR Specialist,2,Married,3,31,17,8,4,2.82,2.9,3.73,2.14,3.0,3.04,2.77,3.84,1.95,2.78,3.55,3.47,2.77,65.86,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
30,No,Travel_Rarely,Human Resources,3,Other,3,Female,HR Specialist,1,Single,4,7,3,2,1,2.87,3.05,3.39,2.46,3.28,1.46,4.0,3.22,2.34,1.81,2.86,3.78,2.26,46.98,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
28,No,Travel_Frequently,Human Resources,3,Medical,2,Male,HR Specialist,3,Single,2,4,1,0,0,3.33,2.43,2.64,1.4,2.37,3.44,3.39,2.93,2.39,2.06,2.9,2.0,3.04,46.23,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
45,No,Travel_Frequently,Human Resources,4,Information Systems,3,Male,HR Specialist,2,Single,4,18,11,6,4,3.7,3.63,2.63,3.17,2.96,2.63,3.3,3.68,2.5,3.29,3.44,3.38,3.37,62.55,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
41,Yes,Travel_Rarely,Human Resources,2,Marketing,2,Female,HR Specialist,2,Single,2,4,4,3,2,3.7,1.83,3.19,3.02,2.23,2.44,2.98,3.25,2.67,3.21,3.32,2.98,2.62,47.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
40,No,Travel_Rarely,Human Resources,1,Computer Science,1,Male,HR Specialist,4,Single,3,12,10,6,3,2.79,1.74,2.83,1.37,2.76,2.55,3.09,2.6,3.88,2.92,3.12,3.36,2.83,52.2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
42,No,Travel_Rarely,Human Resources,2,Medical,4,Male,HR Specialist,1,Married,3,23,22,6,7,3.21,2.61,3.23,2.36,1.45,2.48,3.84,1.92,3.65,4.0,1.0,3.98,3.0,57.68,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
31,No,Travel_Frequently,Human Resources,4,Medical,4,Male,HR Specialist,3,Divorced,3,7,3,2,1,1.49,4.0,3.31,4.0,3.44,3.63,3.89,3.78,2.23,2.99,4.0,4.0,2.78,69.88,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
33,No,Travel_Rarely,Human Resources,5,Life Sciences,4,Male,HR Specialist,3,Single,3,14,0,0,0,3.89,2.71,3.58,3.13,3.62,4.0,3.64,4.0,3.43,3.14,4.0,3.6,3.43,74.61,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
32,No,No_Travel,Human Resources,1,Medical,2,Male,HR Specialist,3,Divorced,3,6,5,2,1,2.07,3.52,4.0,3.16,3.97,2.75,3.09,3.88,2.78,3.11,3.81,2.99,3.54,60.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
33,No,Travel_Rarely,Human Resources,2,Human Resources,4,Male,HR Specialist,2,Divorced,4,7,4,3,3,3.54,2.62,2.95,4.0,2.96,2.68,1.0,3.3,3.02,3.53,4.0,3.25,1.58,58.19,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
53,No,Travel_Rarely,Human Resources,4,Life Sciences,2,Male,HR Specialist,4,Married,3,29,24,13,10,3.33,3.44,3.21,2.22,3.09,2.96,4.0,3.4,2.82,3.0,3.56,1.6,2.59,67.99,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
28,No,Travel_Frequently,Human Resources,4,Life Sciences,3,Male,HR Specialist,3,Single,3,3,1,0,0,3.69,4.0,2.85,1.66,3.47,3.51,3.0,3.95,2.4,2.8,3.72,4.0,3.21,62.42,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
49,No,Travel_Rarely,Human Resources,4,Marketing ,4,Female,HR Specialist,2,Single,2,2,1,1,1,2.52,3.38,4.0,2.75,3.02,2.87,2.72,2.78,2.44,2.28,2.72,3.33,4.0,57.06,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
33,Yes,No_Travel,Human Resources,3,Life Sciences,4,Female,HR Specialist,2,Divorced,3,10,4,1,0,2.48,3.81,2.12,4.0,2.64,2.24,3.25,2.41,2.27,3.25,3.4,2.22,3.1,56.53,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
28,Yes,Travel_Rarely,Human Resources,4,Life Sciences,4,Female,HR Specialist,3,Married,4,4,2,0,0,2.87,3.78,3.33,3.17,2.38,2.49,1.58,3.31,3.79,2.15,2.78,3.68,2.0,59.31,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
